# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,-9.384000000000000341e+00,-9.489286343931182088e+00
-2.994999999999999746e-02,-8.740000000000000213e+00,-9.089646590179997432e+00
-2.989999999999999949e-02,-8.740000000000000213e+00,-8.661774353152232209e+00
-2.984999999999999806e-02,-9.199999999999999289e+00,-8.180057562845370001e+00
-2.980000000000000010e-02,-9.108000000000000540e+00,-7.621735781344132654e+00
-2.974999999999999867e-02,-8.647999999999999687e+00,-6.972671902262146837e+00
-2.969999999999999724e-02,-8.923999999999999488e+00,-6.232867697742040747e+00
-2.964999999999999927e-02,-4.508000000000000007e+00,-5.419234097627716018e+00
-2.959999999999999784e-02,-4.416000000000000369e+00,-4.561610031749311567e+00
-2.954999999999999988e-02,-2.299999999999999822e+00,-3.692979007603392816e+00
-2.949999999999999845e-02,-2.391999999999999904e+00,-2.841385391713137754e+00
-2.945000000000000048e-02,-8.279999999999999583e-01,-2.026788523624111882e+00
-2.939999999999999905e-02,-9.199999999999999289e-01,-1.260621121703810132e+00
-2.934999999999999762e-02,2.760000000000000231e-01,-5.464069116216809796e-01
-2.929999999999999966e-02,0.000000000000000000e+00,1.189121018659858170e-01
-2.924999999999999822e-02,1.195999999999999952e+00,7.430965706074378341e-01
-2.920000000000000026e-02,1.012000000000000011e+00,1.336678353139895359e+00
-2.914999999999999883e-02,2.024000000000000021e+00,1.911371171981550487e+00
-2.909999999999999740e-02,1.931999999999999940e+00,2.478667541562640686e+00
-2.904999999999999943e-02,2.851999999999999869e+00,3.048453300814415901e+00
-2.899999999999999800e-02,2.759999999999999787e+00,3.627588938057993317e+00
-2.895000000000000004e-02,4.048000000000000043e+00,4.218596804244855392e+00
-2.889999999999999861e-02,3.955999999999999961e+00,4.818912510653317938e+00
-2.885000000000000064e-02,5.519999999999999574e+00,5.420910329410634887e+00
-2.879999999999999921e-02,5.336000000000000298e+00,6.012554698167740241e+00
-2.874999999999999778e-02,7.083999999999999631e+00,6.578519850727692742e+00
-2.869999999999999982e-02,7.176000000000000156e+00,7.101950904089700423e+00
-2.864999999999999838e-02,8.740000000000000213e+00,7.567185328430405811e+00
-2.860000000000000042e-02,8.464000000000000412e+00,7.962954266791248514e+00
-2.854999999999999899e-02,8.923999999999999488e+00,8.284585170397791742e+00
-2.849999999999999756e-02,8.555999999999999162e+00,8.533919462321970073e+00
-2.844999999999999959e-02,9.016000000000000014e+00,8.717455525613358347e+00
