# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,-2.116000000000000103e+00,-2.062466071923977129e+00
-2.994999999999999746e-02,-2.943999999999999950e+00,-2.484950754800679729e+00
-2.989999999999999949e-02,-2.851999999999999869e+00,-2.903990121499242516e+00
-2.984999999999999806e-02,-3.679999999999999716e+00,-3.316052488225206485e+00
-2.980000000000000010e-02,-3.403999999999999915e+00,-3.719316744165405808e+00
-2.974999999999999867e-02,-4.416000000000000369e+00,-4.112890996444622971e+00
-2.969999999999999724e-02,-4.232000000000000206e+00,-4.496172927361524962e+00
-2.964999999999999927e-02,-5.059999999999999609e+00,-4.868595489193769943e+00
-2.959999999999999784e-02,-4.967999999999999972e+00,-5.229475985876904431e+00
-2.954999999999999988e-02,-5.796000000000000263e+00,-5.577859290312788154e+00
-2.949999999999999845e-02,-5.703999999999999737e+00,-5.912536430092024453e+00
-2.945000000000000048e-02,-6.439999999999999503e+00,-6.232190200721339224e+00
-2.939999999999999905e-02,-6.347999999999999865e+00,-6.535505664283384419e+00
-2.934999999999999762e-02,-6.991999999999999993e+00,-6.821200373520357907e+00
-2.929999999999999966e-02,-6.991999999999999993e+00,-7.088045258733733256e+00
-2.924999999999999822e-02,-7.543999999999999595e+00,-7.335004693106111695e+00
-2.920000000000000026e-02,-7.359999999999999432e+00,-7.561391682677134796e+00
-2.914999999999999883e-02,-8.003999999999999559e+00,-7.766816388297904439e+00
-2.909999999999999740e-02,-7.636000000000000121e+00,-7.950993009457263838e+00
-2.904999999999999943e-02,-8.371999999999999886e+00,-8.113525640584812848e+00
-2.899999999999999800e-02,-8.096000000000000085e+00,-8.253850627528503736e+00
-2.895000000000000004e-02,-8.555999999999999162e+00,-8.371455414271208539e+00
-2.889999999999999861e-02,-8.740000000000000213e+00,-8.466320592320821348e+00
-2.885000000000000064e-02,-8.279999999999999361e+00,-8.539414511744361391e+00
-2.879999999999999921e-02,-8.740000000000000213e+00,-8.592543862671163879e+00
-2.874999999999999778e-02,-8.464000000000000412e+00,-8.627609093359515313e+00
-2.869999999999999982e-02,-8.371999999999999886e+00,-8.646002387662759858e+00
-2.864999999999999838e-02,-8.832000000000000739e+00,-8.648132107896092435e+00
-2.860000000000000042e-02,-8.371999999999999886e+00,-8.633351377980298835e+00
-2.854999999999999899e-02,-8.740000000000000213e+00,-8.600344915278425262e+00
-2.849999999999999756e-02,-8.371999999999999886e+00,-8.547342234131445338e+00
-2.844999999999999959e-02,-8.740000000000000213e+00,-8.472285099525159069e+00
-2.839999999999999816e-02,-8.647999999999999687e+00,-8.373486927051475348e+00
-2.835000000000000020e-02,-8.096000000000000085e+00,-8.250512231347778780e+00
-2.829999999999999877e-02,-8.279999999999999361e+00,-8.104247222269735929e+00
-2.824999999999999734e-02,-7.727999999999999758e+00,-7.936165575597941668e+00
-2.819999999999999937e-02,-7.911999999999999922e+00,-7.747767743837924215e+00
-2.814999999999999794e-02,-7.267999999999999794e+00,-7.540355373971353359e+00
-2.809999999999999998e-02,-7.543999999999999595e+00,-7.314895436437581111e+00
-2.804999999999999855e-02,-6.899999999999999467e+00,-7.072077367717748864e+00
-2.799999999999999711e-02,-7.083999999999999631e+00,-6.812611067259283892e+00
-2.794999999999999915e-02,-6.256000000000000227e+00,-6.537468021328175283e+00
-2.789999999999999772e-02,-6.439999999999999503e+00,-6.247767906608819644e+00
-2.784999999999999976e-02,-5.796000000000000263e+00,-5.944532901358276611e+00
-2.779999999999999832e-02,-5.796000000000000263e+00,-5.628704680871559951e+00
-2.774999999999999689e-02,-5.152000000000000135e+00,-5.301298009962432722e+00
-2.769999999999999893e-02,-5.243999999999999773e+00,-4.963507109801552630e+00
-2.764999999999999750e-02,-4.323999999999999844e+00,-4.616811911274560920e+00
-2.759999999999999953e-02,-4.508000000000000007e+00,-4.262898069182107008e+00
-2.754999999999999810e-02,-3.588000000000000078e+00,-3.903376248208233701e+00
-2.750000000000000014e-02,-3.771999999999999797e+00,-3.539574422259769815e+00
-2.744999999999999871e-02,-2.943999999999999950e+00,-3.172503741508566399e+00
-2.739999999999999727e-02,-3.036000000000000032e+00,-2.802984776405896383e+00
-2.734999999999999931e-02,-2.116000000000000103e+00,-2.431749754528594654e+00
-2.729999999999999788e-02,-2.299999999999999822e+00,-2.059338444568465931e+00
-2.724999999999999992e-02,-1.471999999999999975e+00,-1.686012276071144678e+00
-2.719999999999999848e-02,-1.564000000000000057e+00,-1.311913128361003267e+00
-2.715000000000000052e-02,-6.440000000000000169e-01,-9.372319265124543497e-01
-2.709999999999999909e-02,-8.279999999999999583e-01,-5.621533358363119959e-01
-2.704999999999999766e-02,0.000000000000000000e+00,-1.868063446574603215e-01
-2.699999999999999969e-02,0.000000000000000000e+00,1.886072996446313543e-01
-2.694999999999999826e-02,8.279999999999999583e-01,5.637980362678812751e-01
-2.690000000000000030e-02,6.440000000000000169e-01,9.385467822408143368e-01
-2.684999999999999887e-02,1.564000000000000057e+00,1.312691537551062382e+00
-2.679999999999999744e-02,1.471999999999999975e+00,1.686002434184487475e+00
-2.674999999999999947e-02,2.299999999999999822e+00,2.058236778649499055e+00
-2.669999999999999804e-02,2.116000000000000103e+00,2.429202549556019441e+00
-2.665000000000000008e-02,3.036000000000000032e+00,2.798601040166210474e+00
-2.659999999999999865e-02,2.943999999999999950e+00,3.165882802449666134e+00
-2.654999999999999721e-02,3.771999999999999797e+00,3.530352055752882467e+00
-2.649999999999999925e-02,3.588000000000000078e+00,3.891293130823619162e+00
-2.644999999999999782e-02,4.508000000000000007e+00,4.247893881508971070e+00
-2.639999999999999986e-02,4.323999999999999844e+00,4.599147225227802949e+00
-2.634999999999999842e-02,5.152000000000000135e+00,4.943855195966617266e+00
-2.629999999999999699e-02,4.967999999999999972e+00,5.280572048462395252e+00
-2.624999999999999903e-02,5.887999999999999901e+00,5.607498754104920380e+00
-2.619999999999999760e-02,5.703999999999999737e+00,5.922575399542734154e+00
-2.614999999999999963e-02,6.439999999999999503e+00,6.223731267302101244e+00
-2.609999999999999820e-02,6.439999999999999503e+00,6.509080635002955972e+00
-2.604999999999999677e-02,6.991999999999999993e+00,6.777142002404700882e+00
-2.599999999999999881e-02,6.899999999999999467e+00,7.027040759836805428e+00
-2.595000000000000084e-02,7.451999999999999957e+00,7.258477752975331043e+00
-2.589999999999999941e-02,7.267999999999999794e+00,7.471530560864095172e+00
-2.584999999999999798e-02,7.820000000000000284e+00,7.666407213491928552e+00
-2.579999999999999655e-02,7.636000000000000121e+00,7.843210665553201899e+00
-2.574999999999999858e-02,8.188000000000000611e+00,8.001828834435027460e+00
-2.570000000000000062e-02,8.003999999999999559e+00,8.142007577873384250e+00
-2.564999999999999919e-02,8.464000000000000412e+00,8.263549513757340037e+00
-2.559999999999999776e-02,8.188000000000000611e+00,8.366466664541032827e+00
-2.554999999999999979e-02,8.555999999999999162e+00,8.450914569901028628e+00
-2.549999999999999836e-02,8.371999999999999886e+00,8.516965936321843955e+00
-2.545000000000000040e-02,8.740000000000000213e+00,8.564512688163100407e+00
-2.539999999999999897e-02,8.371999999999999886e+00,8.593354039577285164e+00
-2.534999999999999754e-02,8.740000000000000213e+00,8.603181940826900131e+00
-2.529999999999999957e-02,8.647999999999999687e+00,8.593581708922938489e+00
-2.524999999999999814e-02,8.371999999999999886e+00,8.564224513599874911e+00
-2.520000000000000018e-02,8.647999999999999687e+00,8.514792057523511204e+00
-2.514999999999999875e-02,8.279999999999999361e+00,8.444694996629369399e+00
-2.509999999999999731e-02,8.555999999999999162e+00,8.353110443566530208e+00
-2.504999999999999935e-02,8.188000000000000611e+00,8.239286437545121800e+00
-2.499999999999999792e-02,8.279999999999999361e+00,8.102888696217004139e+00
-2.494999999999999996e-02,7.820000000000000284e+00,7.944164038808536610e+00
-2.489999999999999852e-02,7.911999999999999922e+00,7.763807305611049259e+00
-2.484999999999999709e-02,7.359999999999999432e+00,7.562703534311966180e+00
-2.479999999999999913e-02,7.543999999999999595e+00,7.341713273132585371e+00
-2.474999999999999770e-02,6.899999999999999467e+00,7.101608921722191603e+00
-2.469999999999999973e-02,7.083999999999999631e+00,6.843153761000968061e+00
-2.464999999999999830e-02,6.439999999999999503e+00,6.567257644064434352e+00
-2.459999999999999687e-02,6.532000000000000028e+00,6.275200884491927589e+00
-2.454999999999999891e-02,5.703999999999999737e+00,5.968742485936666675e+00
-2.449999999999999747e-02,5.796000000000000263e+00,5.649867852922473510e+00
-2.444999999999999951e-02,5.152000000000000135e+00,5.320390985215531110e+00
-2.439999999999999808e-02,5.152000000000000135e+00,4.981856044812207784e+00
-2.434999999999999665e-02,4.416000000000000369e+00,4.635662679614619641e+00
-2.429999999999999868e-02,4.508000000000000007e+00,4.283109644629494284e+00
-2.425000000000000072e-02,3.679999999999999716e+00,3.925400275730094535e+00
-2.419999999999999929e-02,3.771999999999999797e+00,3.563654578159841435e+00
-2.414999999999999786e-02,2.943999999999999950e+00,3.198857902476692772e+00
-2.409999999999999989e-02,3.036000000000000032e+00,2.831793054506918761e+00
-2.404999999999999846e-02,2.208000000000000185e+00,2.463004124157294417e+00
-2.400000000000000050e-02,2.299999999999999822e+00,2.092784338248981690e+00
-2.394999999999999907e-02,1.471999999999999975e+00,1.721182523696834554e+00
-2.389999999999999764e-02,1.564000000000000057e+00,1.348025197983621748e+00
-2.384999999999999967e-02,7.359999999999999876e-01,9.729536844782231686e-01
-2.379999999999999824e-02,9.199999999999999289e-01,5.955356696640500269e-01
-2.375000000000000028e-02,-9.199999999999999845e-02,2.154542501253783049e-01
-2.369999999999999885e-02,1.839999999999999969e-01,-1.673957062694753362e-01
-2.364999999999999741e-02,-8.279999999999999583e-01,-5.529011810211554856e-01
-2.359999999999999945e-02,-6.440000000000000169e-01,-9.406978653790429856e-01
-2.354999999999999802e-02,-1.564000000000000057e+00,-1.330169422570366411e+00
-2.350000000000000006e-02,-1.471999999999999975e+00,-1.720482821370773463e+00
-2.344999999999999862e-02,-2.391999999999999904e+00,-2.110665765007383676e+00
-2.339999999999999719e-02,-2.208000000000000185e+00,-2.499734208040028438e+00
-2.334999999999999923e-02,-3.128000000000000114e+00,-2.886705528694602396e+00
-2.329999999999999780e-02,-3.036000000000000032e+00,-3.270507192127182439e+00
-2.324999999999999983e-02,-3.863999999999999879e+00,-3.649964826074754143e+00
-2.319999999999999840e-02,-3.771999999999999797e+00,-4.023822702874879198e+00
-2.314999999999999697e-02,-4.692000000000000171e+00,-4.390750483513143010e+00
-2.309999999999999901e-02,-4.416000000000000369e+00,-4.749406683431389276e+00
-2.304999999999999757e-02,-5.336000000000000298e+00,-5.098398352545771672e+00
-2.299999999999999961e-02,-5.243999999999999773e+00,-5.436150670736924262e+00
-2.294999999999999818e-02,-6.072000000000000064e+00,-5.761048280168406421e+00
-2.289999999999999675e-02,-5.887999999999999901e+00,-6.071805631499333167e+00
-2.284999999999999878e-02,-6.532000000000000028e+00,-6.367617869585381563e+00
-2.279999999999999735e-02,-6.439999999999999503e+00,-6.647930860608346926e+00
-2.274999999999999939e-02,-7.083999999999999631e+00,-6.912128907184035498e+00
-2.269999999999999796e-02,-6.991999999999999993e+00,-7.159436589291282793e+00
-2.264999999999999653e-02,-7.636000000000000121e+00,-7.389041420200255672e+00
-2.259999999999999856e-02,-7.359999999999999432e+00,-7.600270928299138973e+00
-2.255000000000000060e-02,-8.003999999999999559e+00,-7.792600016702313503e+00
-2.249999999999999917e-02,-7.820000000000000284e+00,-7.965553188384514982e+00
-2.244999999999999774e-02,-8.279999999999999361e+00,-8.118738845107323243e+00
-2.239999999999999977e-02,-8.096000000000000085e+00,-8.251904555829209897e+00
-2.234999999999999834e-02,-8.555999999999999162e+00,-8.364901240575976615e+00
-2.230000000000000038e-02,-8.279999999999999361e+00,-8.457674706336900883e+00
-2.224999999999999895e-02,-8.647999999999999687e+00,-8.530228219489222496e+00
-2.219999999999999751e-02,-8.464000000000000412e+00,-8.582498990192918953e+00
-2.214999999999999608e-02,-8.832000000000000739e+00,-8.614380589983104741e+00
-2.209999999999999812e-02,-8.740000000000000213e+00,-8.626123254253124983e+00
-2.205000000000000016e-02,-8.279999999999999361e+00,-8.618648261223283313e+00
-2.199999999999999872e-02,-8.371999999999999886e+00,-8.592788698921912882e+00
-2.194999999999999729e-02,-8.740000000000000213e+00,-8.548087609663133080e+00
-2.189999999999999933e-02,-8.647999999999999687e+00,-8.483060495481975494e+00
-2.184999999999999790e-02,-8.279999999999999361e+00,-8.396520454692844027e+00
-2.179999999999999993e-02,-8.464000000000000412e+00,-8.288064900541520785e+00
-2.174999999999999850e-02,-8.096000000000000085e+00,-8.157791214314960015e+00
-2.169999999999999707e-02,-8.188000000000000611e+00,-8.006230403289988473e+00
-2.164999999999999911e-02,-7.543999999999999595e+00,-7.834324542916418999e+00
-2.159999999999999767e-02,-7.911999999999999922e+00,-7.643095624572533886e+00
-2.154999999999999971e-02,-7.176000000000000156e+00,-7.433403002703404816e+00
-2.149999999999999828e-02,-7.451999999999999957e+00,-7.206011810756740132e+00
-2.144999999999999685e-02,-6.716000000000000192e+00,-6.961674063795046052e+00
-2.139999999999999888e-02,-6.991999999999999993e+00,-6.701156482583079388e+00
