# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,-1.471999999999999975e+00,-1.477393582749666479e+00
-2.994999999999999746e-02,-1.839999999999999858e+00,-1.540725256578500346e+00
-2.989999999999999949e-02,-1.471999999999999975e+00,-1.600895604100833314e+00
-2.984999999999999806e-02,-1.839999999999999858e+00,-1.656547176040043867e+00
-2.980000000000000010e-02,-1.564000000000000057e+00,-1.706957592313047556e+00
-2.974999999999999867e-02,-1.931999999999999940e+00,-1.751714626843922096e+00
-2.969999999999999724e-02,-1.931999999999999940e+00,-1.790789618980397124e+00
-2.964999999999999927e-02,-1.564000000000000057e+00,-1.824781557438396096e+00
-2.959999999999999784e-02,-1.747999999999999998e+00,-1.854463024633508983e+00
-2.954999999999999988e-02,-2.116000000000000103e+00,-1.879971407625627311e+00
-2.949999999999999845e-02,-2.024000000000000021e+00,-1.901145983216173896e+00
-2.945000000000000048e-02,-1.747999999999999998e+00,-1.918487075338778602e+00
-2.939999999999999905e-02,-2.116000000000000103e+00,-1.933171905806780000e+00
-2.934999999999999762e-02,-1.747999999999999998e+00,-1.946527031437522925e+00
-2.929999999999999966e-02,-1.839999999999999858e+00,-1.959642474260471223e+00
-2.924999999999999822e-02,-2.116000000000000103e+00,-1.973000421641799562e+00
-2.920000000000000026e-02,-1.839999999999999858e+00,-1.986514403443115473e+00
-2.914999999999999883e-02,-2.208000000000000185e+00,-1.999973897199238682e+00
-2.909999999999999740e-02,-1.747999999999999998e+00,-2.013256554687991251e+00
-2.904999999999999943e-02,-2.208000000000000185e+00,-2.026193384152618293e+00
-2.899999999999999800e-02,-2.116000000000000103e+00,-2.038551662907224227e+00
-2.895000000000000004e-02,-1.931999999999999940e+00,-2.050368799408094134e+00
-2.889999999999999861e-02,-1.931999999999999940e+00,-2.061885650629196043e+00
-2.885000000000000064e-02,-2.208000000000000185e+00,-2.072963537482256591e+00
-2.879999999999999921e-02,-1.931999999999999940e+00,-2.082969056634662586e+00
-2.874999999999999778e-02,-2.208000000000000185e+00,-2.091070805515422126e+00
-2.869999999999999982e-02,-2.299999999999999822e+00,-2.096547893958776054e+00
-2.864999999999999838e-02,-1.931999999999999940e+00,-2.099232772467238828e+00
-2.860000000000000042e-02,-1.931999999999999940e+00,-2.099399104957811790e+00
-2.854999999999999899e-02,-2.299999999999999822e+00,-2.096981219716642197e+00
-2.849999999999999756e-02,-2.208000000000000185e+00,-2.091572766117184123e+00
-2.844999999999999959e-02,-1.931999999999999940e+00,-2.083205244667933442e+00
-2.839999999999999816e-02,-2.208000000000000185e+00,-2.072460128124701928e+00
-2.835000000000000020e-02,-1.931999999999999940e+00,-2.060029408937435136e+00
-2.829999999999999877e-02,-2.208000000000000185e+00,-2.046588805544789391e+00
-2.824999999999999734e-02,-1.839999999999999858e+00,-2.032861586070462856e+00
-2.819999999999999937e-02,-1.931999999999999940e+00,-2.019403023700828026e+00
-2.814999999999999794e-02,-2.116000000000000103e+00,-2.006215006781339127e+00
-2.809999999999999998e-02,-1.839999999999999858e+00,-1.992765736938510113e+00
-2.804999999999999855e-02,-2.208000000000000185e+00,-1.978356538954859190e+00
-2.799999999999999711e-02,-2.116000000000000103e+00,-1.962607855362951792e+00
-2.794999999999999915e-02,-1.747999999999999998e+00,-1.945953294587090099e+00
-2.789999999999999772e-02,-1.747999999999999998e+00,-1.929275193710926040e+00
-2.784999999999999976e-02,-2.116000000000000103e+00,-1.912910598983499133e+00
-2.779999999999999832e-02,-1.655999999999999917e+00,-1.896470240973623378e+00
-2.774999999999999689e-02,-2.116000000000000103e+00,-1.879294449175532788e+00
-2.769999999999999893e-02,-1.655999999999999917e+00,-1.860679756724007872e+00
-2.764999999999999750e-02,-2.116000000000000103e+00,-1.839997409268550266e+00
-2.759999999999999953e-02,-1.655999999999999917e+00,-1.816883834761110927e+00
-2.754999999999999810e-02,-1.931999999999999940e+00,-1.791334868082617326e+00
-2.750000000000000014e-02,-1.839999999999999858e+00,-1.763706914817920746e+00
-2.744999999999999871e-02,-1.564000000000000057e+00,-1.734740806569503579e+00
