# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,7.543999999999999595e+00,7.555892511108196707e+00
-2.994999999999999746e-02,7.176000000000000156e+00,7.515536842342840806e+00
-2.989999999999999949e-02,7.176000000000000156e+00,7.477301677637633759e+00
-2.984999999999999806e-02,7.543999999999999595e+00,7.442838603988874091e+00
-2.980000000000000010e-02,7.543999999999999595e+00,7.412137041620430189e+00
-2.974999999999999867e-02,7.176000000000000156e+00,7.384796805331551361e+00
-2.969999999999999724e-02,7.543999999999999595e+00,7.360570478579835374e+00
-2.964999999999999927e-02,7.176000000000000156e+00,7.339176898316209119e+00
-2.959999999999999784e-02,7.176000000000000156e+00,7.320083476542741607e+00
-2.954999999999999988e-02,7.543999999999999595e+00,7.302261282909203288e+00
-2.949999999999999845e-02,7.451999999999999957e+00,7.284555919459772433e+00
-2.945000000000000048e-02,6.991999999999999993e+00,7.266509100498577567e+00
-2.939999999999999905e-02,7.451999999999999957e+00,7.248249823955734250e+00
-2.934999999999999762e-02,6.991999999999999993e+00,7.229807442194552181e+00
-2.929999999999999966e-02,7.451999999999999957e+00,7.210948095466547692e+00
-2.924999999999999822e-02,7.083999999999999631e+00,7.191419319254454656e+00
-2.920000000000000026e-02,6.991999999999999993e+00,7.171025366338688478e+00
-2.914999999999999883e-02,7.359999999999999432e+00,7.149303972332572421e+00
-2.909999999999999740e-02,7.267999999999999794e+00,7.125618174934842841e+00
-2.904999999999999943e-02,6.807999999999999829e+00,7.099783092716593913e+00
-2.899999999999999800e-02,7.267999999999999794e+00,7.071958039644012928e+00
-2.895000000000000004e-02,6.807999999999999829e+00,7.042037811124592928e+00
-2.889999999999999861e-02,7.267999999999999794e+00,7.009586048055065355e+00
-2.885000000000000064e-02,6.807999999999999829e+00,6.974138498223098281e+00
-2.879999999999999921e-02,7.083999999999999631e+00,6.935416174743185280e+00
-2.874999999999999778e-02,6.716000000000000192e+00,6.893278436033893009e+00
-2.869999999999999982e-02,6.991999999999999993e+00,6.847534746979660802e+00
-2.864999999999999838e-02,6.623999999999999666e+00,6.797848916180075030e+00
-2.860000000000000042e-02,6.899999999999999467e+00,6.743738208302488601e+00
-2.854999999999999899e-02,6.532000000000000028e+00,6.684612860691813374e+00
-2.849999999999999756e-02,6.807999999999999829e+00,6.619860662846592803e+00
-2.844999999999999959e-02,6.439999999999999503e+00,6.548982107592615343e+00
-2.839999999999999816e-02,6.623999999999999666e+00,6.471723736061089305e+00
-2.835000000000000020e-02,6.163999999999999702e+00,6.388040457277265105e+00
-2.829999999999999877e-02,6.439999999999999503e+00,6.297831724144346666e+00
-2.824999999999999734e-02,5.979999999999999538e+00,6.200684779547673386e+00
-2.819999999999999937e-02,6.347999999999999865e+00,6.095858708748949084e+00
-2.814999999999999794e-02,5.796000000000000263e+00,5.982513531587028588e+00
-2.809999999999999998e-02,6.072000000000000064e+00,5.859959204518466969e+00
-2.804999999999999855e-02,5.519999999999999574e+00,5.727700299186783361e+00
-2.799999999999999711e-02,5.796000000000000263e+00,5.585340934321717299e+00
-2.794999999999999915e-02,5.336000000000000298e+00,5.432586857083328447e+00
-2.789999999999999772e-02,5.427999999999999936e+00,5.269406505018952025e+00
-2.784999999999999976e-02,4.876000000000000334e+00,5.096063908327275627e+00
-2.779999999999999832e-02,5.152000000000000135e+00,4.912907868149216206e+00
-2.774999999999999689e-02,4.599999999999999645e+00,4.720320821983647441e+00
-2.769999999999999893e-02,4.783999999999999808e+00,4.518997718257494078e+00
-2.764999999999999750e-02,4.139999999999999680e+00,4.310202499790301012e+00
-2.759999999999999953e-02,4.323999999999999844e+00,4.095762480305538134e+00
-2.754999999999999810e-02,3.588000000000000078e+00,3.877845782289465859e+00
-2.750000000000000014e-02,3.863999999999999879e+00,3.658620285314199361e+00
-2.744999999999999871e-02,3.219999999999999751e+00,3.440005417097893758e+00
-2.739999999999999727e-02,3.495999999999999996e+00,3.223727654913953078e+00
-2.734999999999999931e-02,2.759999999999999787e+00,3.011544427940495261e+00
-2.729999999999999788e-02,2.943999999999999950e+00,2.805270772745435792e+00
-2.724999999999999992e-02,2.391999999999999904e+00,2.606533065870148658e+00
-2.719999999999999848e-02,2.576000000000000068e+00,2.416579958098977521e+00
-2.715000000000000052e-02,2.024000000000000021e+00,2.236308671061559394e+00
-2.709999999999999909e-02,2.208000000000000185e+00,2.066320385077422106e+00
-2.704999999999999766e-02,1.747999999999999998e+00,1.906937553306942812e+00
-2.699999999999999969e-02,1.931999999999999940e+00,1.758292722182783763e+00
-2.694999999999999826e-02,1.379999999999999893e+00,1.620427308468717742e+00
-2.690000000000000030e-02,1.655999999999999917e+00,1.493224927761256371e+00
-2.684999999999999887e-02,1.195999999999999952e+00,1.376294909455396454e+00
-2.679999999999999744e-02,1.471999999999999975e+00,1.269039187990848694e+00
-2.674999999999999947e-02,9.199999999999999289e-01,1.170790448545282691e+00
-2.669999999999999804e-02,1.195999999999999952e+00,1.080737559215605881e+00
-2.665000000000000008e-02,9.199999999999999289e-01,9.977610958988656353e-01
-2.659999999999999865e-02,1.104000000000000092e+00,9.205929563872600196e-01
-2.654999999999999721e-02,6.440000000000000169e-01,8.481369501033061420e-01
-2.649999999999999925e-02,1.012000000000000011e+00,7.794986452145636902e-01
-2.644999999999999782e-02,5.520000000000000462e-01,7.139089276524630545e-01
-2.639999999999999986e-02,8.279999999999999583e-01,6.507820893230171766e-01
-2.634999999999999842e-02,4.599999999999999645e-01,5.897423178057579207e-01
-2.629999999999999699e-02,7.359999999999999876e-01,5.306243478320696871e-01
-2.624999999999999903e-02,2.760000000000000231e-01,4.735099109662044836e-01
-2.619999999999999760e-02,5.520000000000000462e-01,4.186278885501684699e-01
-2.614999999999999963e-02,1.839999999999999969e-01,3.661178478507882694e-01
-2.609999999999999820e-02,4.599999999999999645e-01,3.158872806921066423e-01
-2.604999999999999677e-02,9.199999999999999845e-02,2.676197166273457384e-01
-2.599999999999999881e-02,3.679999999999999938e-01,2.208188843411618141e-01
-2.595000000000000084e-02,0.000000000000000000e+00,1.748340253497673580e-01
-2.589999999999999941e-02,3.679999999999999938e-01,1.289290844353236654e-01
-2.584999999999999798e-02,0.000000000000000000e+00,8.251769316289685186e-02
-2.579999999999999655e-02,1.839999999999999969e-01,3.545445431005323639e-02
-2.574999999999999858e-02,-1.839999999999999969e-01,-1.196018708035267129e-02
-2.570000000000000062e-02,9.199999999999999845e-02,-5.926004750215537603e-02
-2.564999999999999919e-02,-2.760000000000000231e-01,-1.060327485604479619e-01
-2.559999999999999776e-02,0.000000000000000000e+00,-1.519665703019875413e-01
-2.554999999999999979e-02,-3.679999999999999938e-01,-1.968442443813569198e-01
-2.549999999999999836e-02,-9.199999999999999845e-02,-2.405447130743399720e-01
-2.545000000000000040e-02,-4.599999999999999645e-01,-2.830550315057555055e-01
-2.539999999999999897e-02,-4.599999999999999645e-01,-3.246671458300806057e-01
-2.534999999999999754e-02,-1.839999999999999969e-01,-3.663008294329802572e-01
-2.529999999999999957e-02,-1.839999999999999969e-01,-4.091382004242420933e-01
-2.524999999999999814e-02,-6.440000000000000169e-01,-4.536781205259008964e-01
-2.520000000000000018e-02,-2.760000000000000231e-01,-4.995340758471324971e-01
-2.514999999999999875e-02,-7.359999999999999876e-01,-5.459136785783220702e-01
-2.509999999999999731e-02,-8.279999999999999583e-01,-5.921448265350695017e-01
-2.504999999999999935e-02,-4.599999999999999645e-01,-6.383117047705114677e-01
-2.499999999999999792e-02,-5.520000000000000462e-01,-6.851941779829290313e-01
-2.494999999999999996e-02,-9.199999999999999289e-01,-7.333943152149852152e-01
-2.489999999999999852e-02,-6.440000000000000169e-01,-7.830930483860567559e-01
-2.484999999999999709e-02,-1.012000000000000011e+00,-8.344899889179820951e-01
-2.479999999999999913e-02,-7.359999999999999876e-01,-8.879966384049639005e-01
-2.474999999999999770e-02,-1.104000000000000092e+00,-9.441800127087208727e-01
-2.469999999999999973e-02,-8.279999999999999583e-01,-1.003684255135521175e+00
-2.464999999999999830e-02,-1.195999999999999952e+00,-1.067124927592544292e+00
-2.459999999999999687e-02,-9.199999999999999289e-01,-1.134950030003349930e+00
-2.454999999999999891e-02,-1.471999999999999975e+00,-1.207377969586338029e+00
-2.449999999999999747e-02,-1.104000000000000092e+00,-1.284581858678849775e+00
-2.444999999999999951e-02,-1.564000000000000057e+00,-1.366943441698827977e+00
-2.439999999999999808e-02,-1.288000000000000034e+00,-1.455084340957074618e+00
-2.434999999999999665e-02,-1.655999999999999917e+00,-1.549728481062270458e+00
