# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,4.876000000000000334e+00,4.874870894668759114e+00
-2.994999999999999746e-02,5.887999999999999901e+00,5.382431618009826835e+00
-2.989999999999999949e-02,5.796000000000000263e+00,5.876746231208473503e+00
-2.984999999999999806e-02,6.807999999999999829e+00,6.347040083770398411e+00
-2.980000000000000010e-02,6.716000000000000192e+00,6.784624077173109669e+00
-2.974999999999999867e-02,7.636000000000000121e+00,7.182776943083494459e+00
-2.969999999999999724e-02,7.451999999999999957e+00,7.536715324554951856e+00
-2.964999999999999927e-02,8.279999999999999361e+00,7.843545867578733066e+00
-2.959999999999999784e-02,8.096000000000000085e+00,8.102247695548520312e+00
-2.954999999999999988e-02,8.740000000000000213e+00,8.313772326746251551e+00
-2.949999999999999845e-02,8.371999999999999886e+00,8.481097230004030152e+00
-2.945000000000000048e-02,8.740000000000000213e+00,8.608876025638467766e+00
-2.939999999999999905e-02,8.464000000000000412e+00,8.702599273225057885e+00
-2.934999999999999762e-02,8.832000000000000739e+00,8.767686107673164031e+00
-2.929999999999999966e-02,8.740000000000000213e+00,8.809034627783733029e+00
-2.924999999999999822e-02,8.464000000000000412e+00,8.830863054108343491e+00
-2.920000000000000026e-02,8.464000000000000412e+00,8.835983154833135345e+00
-2.914999999999999883e-02,8.832000000000000739e+00,8.824756441066012869e+00
-2.909999999999999740e-02,8.832000000000000739e+00,8.795214402585839863e+00
-2.904999999999999943e-02,8.464000000000000412e+00,8.744164966998292599e+00
-2.899999999999999800e-02,8.740000000000000213e+00,8.667679394575085183e+00
-2.895000000000000004e-02,8.464000000000000412e+00,8.560989278696075289e+00
-2.889999999999999861e-02,8.647999999999999687e+00,8.418817291064433661e+00
-2.885000000000000064e-02,8.371999999999999886e+00,8.236187988757905032e+00
-2.879999999999999921e-02,8.464000000000000412e+00,8.009420556831519988e+00
-2.874999999999999778e-02,7.727999999999999758e+00,7.737001407184796342e+00
-2.869999999999999982e-02,7.727999999999999758e+00,7.419790699275233159e+00
-2.864999999999999838e-02,6.807999999999999829e+00,7.060461257469994756e+00
-2.860000000000000042e-02,6.991999999999999993e+00,6.662684776256778463e+00
-2.854999999999999899e-02,5.979999999999999538e+00,6.230621094573701058e+00
-2.849999999999999756e-02,5.979999999999999538e+00,5.768734021305850668e+00
-2.844999999999999959e-02,4.967999999999999972e+00,5.281545632046963590e+00
-2.839999999999999816e-02,4.967999999999999972e+00,4.773285357155411468e+00
-2.835000000000000020e-02,3.955999999999999961e+00,4.247679414994475877e+00
-2.829999999999999877e-02,4.048000000000000043e+00,3.708012666496304455e+00
-2.824999999999999734e-02,2.759999999999999787e+00,3.157367227393143683e+00
-2.819999999999999937e-02,2.851999999999999869e+00,2.598656435395379383e+00
-2.814999999999999794e-02,1.655999999999999917e+00,2.034365130112905984e+00
-2.809999999999999998e-02,1.747999999999999998e+00,1.466373244732222414e+00
-2.804999999999999855e-02,6.440000000000000169e-01,8.960700264780401270e-01
-2.799999999999999711e-02,5.520000000000000462e-01,3.246236784319965762e-01
-2.794999999999999915e-02,-5.520000000000000462e-01,-2.468982037441123656e-01
-2.789999999999999772e-02,-5.520000000000000462e-01,-8.176276190807792998e-01
-2.784999999999999976e-02,-1.655999999999999917e+00,-1.386935526169662092e+00
-2.779999999999999832e-02,-1.564000000000000057e+00,-1.954246547153750679e+00
-2.774999999999999689e-02,-2.759999999999999787e+00,-2.518694130854393087e+00
-2.769999999999999893e-02,-2.668000000000000149e+00,-3.078797274080573132e+00
-2.764999999999999750e-02,-3.863999999999999879e+00,-3.632284863406479047e+00
-2.759999999999999953e-02,-3.863999999999999879e+00,-4.176083423462926270e+00
-2.754999999999999810e-02,-4.967999999999999972e+00,-4.706491185984632786e+00
-2.750000000000000014e-02,-4.967999999999999972e+00,-5.219452813712332606e+00
-2.744999999999999871e-02,-5.979999999999999538e+00,-5.710797070737454462e+00
-2.739999999999999727e-02,-5.887999999999999901e+00,-6.176361333180045321e+00
-2.734999999999999931e-02,-6.991999999999999993e+00,-6.612044285953992073e+00
-2.729999999999999788e-02,-6.716000000000000192e+00,-7.013944142357874334e+00
-2.724999999999999992e-02,-7.727999999999999758e+00,-7.378507243375520552e+00
-2.719999999999999848e-02,-7.636000000000000121e+00,-7.702667691803495309e+00
-2.715000000000000052e-02,-8.371999999999999886e+00,-7.984244509303151105e+00
-2.709999999999999909e-02,-8.188000000000000611e+00,-8.222451593667010172e+00
-2.704999999999999766e-02,-8.832000000000000739e+00,-8.418192707262553753e+00
-2.699999999999999969e-02,-8.464000000000000412e+00,-8.574147922512153741e+00
-2.694999999999999826e-02,-8.832000000000000739e+00,-8.694526279235553545e+00
-2.690000000000000030e-02,-8.464000000000000412e+00,-8.784285356103545439e+00
-2.684999999999999887e-02,-8.832000000000000739e+00,-8.848068620909852910e+00
-2.679999999999999744e-02,-8.923999999999999488e+00,-8.889568177588241582e+00
-2.674999999999999947e-02,-8.555999999999999162e+00,-8.911558683004587422e+00
-2.669999999999999804e-02,-8.555999999999999162e+00,-8.915581523017170440e+00
-2.665000000000000008e-02,-8.923999999999999488e+00,-8.901021484689561447e+00
-2.659999999999999865e-02,-8.923999999999999488e+00,-8.865127230700752037e+00
-2.654999999999999721e-02,-8.555999999999999162e+00,-8.804097379728590411e+00
-2.649999999999999925e-02,-8.923999999999999488e+00,-8.713692242812458133e+00
-2.644999999999999782e-02,-8.464000000000000412e+00,-8.589348530394662617e+00
-2.639999999999999986e-02,-8.832000000000000739e+00,-8.426649128256295640e+00
-2.634999999999999842e-02,-8.188000000000000611e+00,-8.222075779644754334e+00
