# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,5.679999999999999716e+00,5.670553926267057676e+00
-2.994999999999999746e-02,6.160000000000000142e+00,5.821070458871975717e+00
-2.989999999999999949e-02,6.000000000000000000e+00,5.967527259145666285e+00
-2.984999999999999806e-02,6.320000000000000284e+00,6.106734941104982717e+00
-2.980000000000000010e-02,6.080000000000000071e+00,6.236923880715573354e+00
-2.974999999999999867e-02,6.640000000000000568e+00,6.357207665711702482e+00
-2.969999999999999724e-02,6.320000000000000284e+00,6.467283785400178786e+00
-2.964999999999999927e-02,6.799999999999999822e+00,6.567432297108598327e+00
-2.959999999999999784e-02,6.400000000000000355e+00,6.658413028338091344e+00
-2.954999999999999988e-02,6.799999999999999822e+00,6.741057767993724248e+00
-2.949999999999999845e-02,6.640000000000000568e+00,6.815753098632643336e+00
-2.945000000000000048e-02,7.120000000000000107e+00,6.882311216473981474e+00
-2.939999999999999905e-02,6.799999999999999822e+00,6.940376433537763567e+00
-2.934999999999999762e-02,7.120000000000000107e+00,6.989813780528549181e+00
-2.929999999999999966e-02,6.879999999999999893e+00,7.030678842782569937e+00
-2.924999999999999822e-02,7.200000000000000178e+00,7.063021896387881249e+00
-2.920000000000000026e-02,6.959999999999999964e+00,7.086828639280895459e+00
-2.914999999999999883e-02,7.200000000000000178e+00,7.102046998167237390e+00
-2.909999999999999740e-02,7.200000000000000178e+00,7.108700020308921452e+00
-2.904999999999999943e-02,6.959999999999999964e+00,7.107084806179499559e+00
-2.899999999999999800e-02,7.200000000000000178e+00,7.097704070070432358e+00
-2.895000000000000004e-02,6.959999999999999964e+00,7.080977994916012541e+00
-2.889999999999999861e-02,7.200000000000000178e+00,7.057185575629327801e+00
-2.885000000000000064e-02,6.879999999999999893e+00,7.026581206606990371e+00
-2.879999999999999921e-02,7.120000000000000107e+00,6.989431562256644526e+00
-2.874999999999999778e-02,6.799999999999999822e+00,6.945970025205797427e+00
-2.869999999999999982e-02,7.040000000000000036e+00,6.896366831014871579e+00
-2.864999999999999838e-02,6.640000000000000568e+00,6.840712731237093891e+00
-2.860000000000000042e-02,6.879999999999999893e+00,6.778913921159301914e+00
-2.854999999999999899e-02,6.560000000000000497e+00,6.710548159138934210e+00
-2.849999999999999756e-02,6.799999999999999822e+00,6.634884991111578145e+00
-2.844999999999999959e-02,6.400000000000000355e+00,6.551074227234527037e+00
-2.839999999999999816e-02,6.640000000000000568e+00,6.458307826653919115e+00
-2.835000000000000020e-02,6.320000000000000284e+00,6.355962930786477116e+00
-2.829999999999999877e-02,6.400000000000000355e+00,6.243834079135905490e+00
-2.824999999999999734e-02,5.919999999999999929e+00,6.122208149466559668e+00
-2.819999999999999937e-02,6.160000000000000142e+00,5.991582466902920956e+00
-2.814999999999999794e-02,5.679999999999999716e+00,5.852376793691067114e+00
-2.809999999999999998e-02,5.919999999999999929e+00,5.704937513113342185e+00
-2.804999999999999855e-02,5.360000000000000320e+00,5.549678828387128782e+00
-2.799999999999999711e-02,5.520000000000000462e+00,5.387105223496936546e+00
-2.794999999999999915e-02,5.040000000000000036e+00,5.217660593673278946e+00
-2.789999999999999772e-02,5.280000000000000249e+00,5.041651285550275752e+00
-2.784999999999999976e-02,4.719999999999999751e+00,4.859440213395251895e+00
-2.779999999999999832e-02,4.879999999999999893e+00,4.671706746435078550e+00
-2.774999999999999689e-02,4.160000000000000142e+00,4.479415227850362946e+00
-2.769999999999999893e-02,4.480000000000000426e+00,4.283435136362909290e+00
-2.764999999999999750e-02,4.000000000000000000e+00,4.084308212437086638e+00
-2.759999999999999953e-02,4.000000000000000000e+00,3.882507151919381894e+00
-2.754999999999999810e-02,3.520000000000000018e+00,3.678675999942045305e+00
-2.750000000000000014e-02,3.600000000000000089e+00,3.473494099082082620e+00
-2.744999999999999871e-02,3.120000000000000107e+00,3.267509975852727955e+00
-2.739999999999999727e-02,3.280000000000000249e+00,3.061190722776146345e+00
-2.734999999999999931e-02,2.640000000000000124e+00,2.855080485256319633e+00
-2.729999999999999788e-02,2.800000000000000266e+00,2.649810998611642265e+00
-2.724999999999999992e-02,2.240000000000000213e+00,2.445908335455115434e+00
-2.719999999999999848e-02,2.399999999999999911e+00,2.243642036249747118e+00
-2.715000000000000052e-02,1.919999999999999929e+00,2.043063022939797690e+00
-2.709999999999999909e-02,2.000000000000000000e+00,1.844177081264663176e+00
-2.704999999999999766e-02,1.520000000000000018e+00,1.647101592199584852e+00
-2.699999999999999969e-02,1.600000000000000089e+00,1.452104042866942502e+00
-2.694999999999999826e-02,1.120000000000000107e+00,1.259571253492667298e+00
-2.690000000000000030e-02,1.199999999999999956e+00,1.069957095148348802e+00
-2.684999999999999887e-02,7.199999999999999734e-01,8.837050690213728021e-01
-2.679999999999999744e-02,8.000000000000000444e-01,7.011415697456661045e-01
-2.674999999999999947e-02,3.200000000000000067e-01,5.223359071631542561e-01
-2.669999999999999804e-02,5.600000000000000533e-01,3.470251293891365996e-01
-2.665000000000000008e-02,-8.000000000000000167e-02,1.747039508917584416e-01
-2.659999999999999865e-02,1.600000000000000033e-01,4.680733242791827731e-03
-2.654999999999999721e-02,-3.200000000000000067e-01,-1.639963016778511751e-01
-2.649999999999999925e-02,-8.000000000000000167e-02,-3.324334266258304194e-01
-2.644999999999999782e-02,-7.199999999999999734e-01,-5.015972865324651586e-01
-2.639999999999999986e-02,-4.799999999999999822e-01,-6.722251383760632359e-01
-2.634999999999999842e-02,-9.599999999999999645e-01,-8.449301783191026649e-01
-2.629999999999999699e-02,-8.000000000000000444e-01,-1.020141827552187408e+00
-2.624999999999999903e-02,-1.439999999999999947e+00,-1.197975730017598384e+00
-2.619999999999999760e-02,-1.199999999999999956e+00,-1.378381975261667058e+00
-2.614999999999999963e-02,-1.760000000000000009e+00,-1.561418702692654259e+00
-2.609999999999999820e-02,-1.439999999999999947e+00,-1.747247721315506652e+00
-2.604999999999999677e-02,-2.160000000000000142e+00,-1.935851581965654766e+00
-2.599999999999999881e-02,-1.919999999999999929e+00,-2.126874388922730841e+00
-2.595000000000000084e-02,-2.560000000000000053e+00,-2.319788573182311797e+00
-2.589999999999999941e-02,-2.319999999999999840e+00,-2.514138812201493156e+00
-2.584999999999999798e-02,-2.879999999999999893e+00,-2.709615620225380717e+00
-2.579999999999999655e-02,-2.720000000000000195e+00,-2.905962820538358304e+00
-2.574999999999999858e-02,-3.280000000000000249e+00,-3.102873413645835132e+00
-2.570000000000000062e-02,-3.120000000000000107e+00,-3.299977565912998401e+00
-2.564999999999999919e-02,-3.680000000000000160e+00,-3.496875556759488024e+00
-2.559999999999999776e-02,-3.439999999999999947e+00,-3.693118617121307956e+00
-2.554999999999999979e-02,-4.080000000000000071e+00,-3.888091466238920102e+00
-2.549999999999999836e-02,-3.919999999999999929e+00,-4.080952587740203086e+00
-2.545000000000000040e-02,-4.480000000000000426e+00,-4.270789670981159247e+00
-2.539999999999999897e-02,-4.320000000000000284e+00,-4.456846968828434896e+00
-2.534999999999999754e-02,-4.799999999999999822e+00,-4.638631362148252002e+00
-2.529999999999999957e-02,-4.639999999999999680e+00,-4.815853890472800103e+00
-2.524999999999999814e-02,-5.200000000000000178e+00,-4.988312627819368572e+00
-2.520000000000000018e-02,-4.959999999999999964e+00,-5.155871334884741586e+00
-2.514999999999999875e-02,-5.520000000000000462e+00,-5.318485715406633396e+00
-2.509999999999999731e-02,-5.280000000000000249e+00,-5.476177892572128059e+00
-2.504999999999999935e-02,-5.759999999999999787e+00,-5.628959679607852706e+00
-2.499999999999999792e-02,-5.600000000000000533e+00,-5.776704807978742195e+00
-2.494999999999999996e-02,-6.080000000000000071e+00,-5.919071260065591922e+00
-2.489999999999999852e-02,-5.919999999999999929e+00,-6.055575990527428232e+00
-2.484999999999999709e-02,-6.400000000000000355e+00,-6.185774790445215388e+00
-2.479999999999999913e-02,-6.080000000000000071e+00,-6.309400315516858981e+00
-2.474999999999999770e-02,-6.560000000000000497e+00,-6.426260807822872678e+00
-2.469999999999999973e-02,-6.400000000000000355e+00,-6.536003333703964024e+00
-2.464999999999999830e-02,-6.799999999999999822e+00,-6.638096838608351646e+00
-2.459999999999999687e-02,-6.560000000000000497e+00,-6.731988344033234206e+00
-2.454999999999999891e-02,-7.040000000000000036e+00,-6.817185287086226175e+00
-2.449999999999999747e-02,-6.719999999999999751e+00,-6.893319464084480153e+00
-2.444999999999999951e-02,-7.120000000000000107e+00,-6.960197212792612831e+00
-2.439999999999999808e-02,-6.799999999999999822e+00,-7.017688351447791462e+00
-2.434999999999999665e-02,-7.280000000000000249e+00,-7.065557004921267037e+00
-2.429999999999999868e-02,-7.280000000000000249e+00,-7.103689282130426719e+00
-2.425000000000000072e-02,-6.879999999999999893e+00,-7.132618409767395917e+00
-2.419999999999999929e-02,-7.280000000000000249e+00,-7.153389908776794925e+00
-2.414999999999999786e-02,-6.959999999999999964e+00,-7.166862749317586712e+00
-2.409999999999999989e-02,-7.040000000000000036e+00,-7.173244463063591425e+00
-2.404999999999999846e-02,-7.440000000000000391e+00,-7.171954531453099690e+00
-2.400000000000000050e-02,-7.280000000000000249e+00,-7.162217140556633943e+00
-2.394999999999999907e-02,-6.959999999999999964e+00,-7.143983670073878578e+00
-2.389999999999999764e-02,-7.280000000000000249e+00,-7.117879984050579090e+00
-2.384999999999999967e-02,-6.879999999999999893e+00,-7.084581769334423740e+00
-2.379999999999999824e-02,-7.200000000000000178e+00,-7.044570684455742970e+00
-2.375000000000000028e-02,-6.799999999999999822e+00,-6.998114812476585733e+00
-2.369999999999999885e-02,-7.120000000000000107e+00,-6.945267423765228543e+00
