# [TIME],[VOLT],[VOLT filtered 1kHz] 
# 
-2.999999999999999889e-02,-3.679999999999999938e-01,-4.265408706983915277e-01
-2.994999999999999746e-02,5.520000000000000462e-01,4.239418300244705839e-03
-2.989999999999999949e-02,2.760000000000000231e-01,4.297168555113324850e-01
-2.984999999999999806e-02,1.288000000000000034e+00,8.457509652290733371e-01
-2.980000000000000010e-02,1.104000000000000092e+00,1.250057812631734544e+00
-2.974999999999999867e-02,2.024000000000000021e+00,1.641853877782571303e+00
-2.969999999999999724e-02,1.747999999999999998e+00,2.021610383940056987e+00
-2.964999999999999927e-02,2.668000000000000149e+00,2.390637909355061819e+00
-2.959999999999999784e-02,2.391999999999999904e+00,2.750556489015591133e+00
-2.954999999999999988e-02,3.403999999999999915e+00,3.102872117585286027e+00
-2.949999999999999845e-02,3.128000000000000114e+00,3.448819057451204984e+00
-2.945000000000000048e-02,3.955999999999999961e+00,3.789337875162120728e+00
-2.939999999999999905e-02,3.955999999999999961e+00,4.125003322750893986e+00
-2.934999999999999762e-02,4.692000000000000171e+00,4.456124395196744636e+00
-2.929999999999999966e-02,4.416000000000000369e+00,4.782952419134773869e+00
-2.924999999999999822e-02,5.243999999999999773e+00,5.105472293184474708e+00
-2.920000000000000026e-02,5.243999999999999773e+00,5.423006833945568594e+00
-2.914999999999999883e-02,5.887999999999999901e+00,5.734272810049851010e+00
-2.909999999999999740e-02,5.796000000000000263e+00,6.037663763699690378e+00
-2.904999999999999943e-02,6.532000000000000028e+00,6.331308243683866799e+00
-2.899999999999999800e-02,6.439999999999999503e+00,6.613092896038432755e+00
-2.895000000000000004e-02,7.083999999999999631e+00,6.880842701767178937e+00
-2.889999999999999861e-02,6.991999999999999993e+00,7.132505145497762378e+00
-2.885000000000000064e-02,7.636000000000000121e+00,7.366301415998740332e+00
-2.879999999999999921e-02,7.359999999999999432e+00,7.580864530850671024e+00
-2.874999999999999778e-02,8.003999999999999559e+00,7.775208014758232089e+00
-2.869999999999999982e-02,7.820000000000000284e+00,7.948596902228217687e+00
-2.864999999999999838e-02,8.371999999999999886e+00,8.100620930655200169e+00
-2.860000000000000042e-02,8.096000000000000085e+00,8.231419092838359930e+00
-2.854999999999999899e-02,8.555999999999999162e+00,8.341769256517414632e+00
-2.849999999999999756e-02,8.279999999999999361e+00,8.432983143285534666e+00
-2.844999999999999959e-02,8.740000000000000213e+00,8.506772942627026879e+00
-2.839999999999999816e-02,8.279999999999999361e+00,8.565134891408256124e+00
-2.835000000000000020e-02,8.832000000000000739e+00,8.610117459668348516e+00
-2.829999999999999877e-02,8.279999999999999361e+00,8.643513080453757880e+00
-2.824999999999999734e-02,8.832000000000000739e+00,8.666570078683866640e+00
-2.819999999999999937e-02,8.832000000000000739e+00,8.680055361398634872e+00
-2.814999999999999794e-02,8.371999999999999886e+00,8.684770709312086723e+00
